id,day,month,year,month(no),date,location,OSGridRef,latitude ,longitude,Nation,comments
1403,13,January,1188,1,13-1-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1404,14,January,1188,1,14-1-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1405,15,January,1188,1,15-1-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1406,16,January,1188,1,16-1-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1407,17,January,1188,1,17-1-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1408,18,January,1188,1,18-1-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1409,19,January,1188,1,19-1-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1410,20,January,1188,1,20-1-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1411,21,January,1188,1,21-1-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1412,23,January,1188,1,23-1-1188,Le Mans,,48.0077,0.1984,France,N/A
1413,c.25,January,1188,1,c.25-1-1188,Alençon,,48.4306,0.0931,France,N/A
1414,29,January,1188,1,29-1-1188,Dieppe,,49.92,1.08,France,N/A
1415,30,January,1188,1,30-1-1188,Winchelsea,TQ9034817515,50.9251,0.7088,England,N/A
1416,c.3,February,1188,2,c.3-2-1188,Otford,TQ5238459056,51.30969,0.18657,England,N/A
1417,c.6,February,1188,2,c.6-2-1188,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
1418,11,February,1188,2,11-2-1188,Geddington,SP8935383036,52.438,-0.687,England,The King holds a great Council at Geddington
1419,,February,1188,2,2-1188,St. Edmundsbury,TL8545064155,52.243889,0.716667,England,Appears as 'St. Edmundbury' in the text
1420,29,February,1188,2,29-2-1188,Clarendon,SU1820130173,51.0706,-1.7416,England,N/A
1421,1,March,1188,3,1-3-1188,Cirencester,SP0230702253,51.719,-1.968,England,N/A
1422,,,1188,,1188,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
1423,,,1188,,1188,Kingston upon Thames,TQ1825269346,51.4103,-0.2995,England,Appears as 'Kingston on Thames' in the text
1424,,,1188,,1188,Woodstock,SP4449616513,51.845,-1.354,England,N/A
1425,,,1188,,1188,Clarendon,SU1820130173,51.0706,-1.7416,England,N/A
1426,,,1188,,1188,Salisbury,SU1471230154,51.07,-1.79,England,N/A
1427,,,1188,,1188,Windsor,SU9691277019,51.483333,-0.604167,England,N/A
1428,5,June,1188,6,5-6-1188,London,TQ3248081340,51.515457,-0.092140265,England,N/A
1429,14,June,1188,6,14-6-1188,Geddington,SP8935383036,52.438,-0.687,England,N/A
1430,10,July,1188,7,10-7-1188,Salisbury,SU1471230154,51.07,-1.79,England,N/A
1431,10,July,1188,7,10-7-1188,Portsea,SU 65632 00739,50.8025,-1.07,England,N/A
1432,11,July,1188,7,11-7-1188,Barfleur,,49.6711,-1.2633,France,N/A
1433,,July,1188,7,7-1188,Alençon,,48.4306,0.0931,France,N/A
1434,16,August,1188,8,16-8-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1435,17,August,1188,8,17-8-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1436,18,August,1188,8,18-8-1188,Between Gisors and Trie,,49.27897273,1.8129348,France,N/A
1437,30,August,1188,8,30-8-1188,Mantes,,48.9908,1.7172,France,N/A
1438,31,August,1188,8,31-8-1188,Ivri,,48.885,1.457,France,Appears as 'Ivry' in the text and 'Ivri' in the index
1439,1,September,1188,9,1-9-1188,Ivri,,48.885,1.457,France,Appears as 'Ivry' in the text and 'Ivri' in the index
1440,29,September,1188,9,29-9-1188,The French Frontier,,,,France,N/A
1441,,September,1188,9,9-1188,Tinchebray,,48.7636,-0.7331,France,(near Mortain)
1442,,September,1188,9,9-1188,Rouen,,49.442778,1.088611,France,N/A
1443,30,September,1188,9,30-9-1188,Gisors,,49.2811,1.7772,France,N/A
1444,1,October,1188,10,1-10-1188,Gisors,,49.2811,1.7772,France,N/A
1445,2,October,1188,10,2-10-1188,Gisors,,49.2811,1.7772,France,N/A
1446,7,October,1188,10,7-10-1188,Châtillon,,46.3192,0.1969,France,N/A
1447,18,November,1188,11,18-11-1188,Bonmoulins,,48.6511,0.5367,France,N/A
1448,,November,1188,11,11-1188,Normandy,,48.88,0.17,France,N/A
1449,,December,1188,12,12-1188,Normandy,,48.88,0.17,France,N/A
1450,1,December,1188,12,1-12-1188,Guienne,,43.977,-0.176,France,N/A
1451,25,December,1188,12,25-12-1188,Saumur,,47.26,-0.0769,France,N/A
1452,31,December,1188,12,31-12-1188,Saumur,,47.26,-0.0769,France,"The King still, probably, at Saumur."
1453,1,January,1189,1,1-1-1189,Saumur,,47.26,-0.0769,France,King Henry was probably still at Saumur.
1454,1,February,1189,2,1-2-1189,Le Mans,,48.0077,0.1984,France,N/A
1455,2,February,1189,2,2-2-1189,Le Mans,,48.0077,0.1984,France,N/A
1456,3,February,1189,2,3-2-1189,Le Mans,,48.0077,0.1984,France,N/A
1457,1,March,1189,3,1-3-1189,Tours,,47.393611,0.689167,France,N/A
1458,2,March,1189,3,2-3-1189,Tours,,47.393611,0.689167,France,N/A
1459,3,March,1189,3,3-3-1189,Tours,,47.393611,0.689167,France,N/A
1460,4,March,1189,3,4-3-1189,Tours,,47.393611,0.689167,France,N/A
1461,5,March,1189,3,5-3-1189,Tours,,47.393611,0.689167,France,N/A
1462,6,March,1189,3,6-3-1189,Tours,,47.393611,0.689167,France,N/A
1463,7,March,1189,3,7-3-1189,Tours,,47.393611,0.689167,France,N/A
1464,8,March,1189,3,8-3-1189,Tours,,47.393611,0.689167,France,N/A
1465,9,March,1189,3,9-3-1189,Tours,,47.393611,0.689167,France,N/A
1466,10,March,1189,3,10-3-1189,Tours,,47.393611,0.689167,France,N/A
1467,11,March,1189,3,11-3-1189,Tours,,47.393611,0.689167,France,N/A
1468,12,March,1189,3,12-3-1189,Tours,,47.393611,0.689167,France,N/A
1469,13,March,1189,3,13-3-1189,Tours,,47.393611,0.689167,France,N/A
1470,14,March,1189,3,14-3-1189,Tours,,47.393611,0.689167,France,N/A
1471,15,March,1189,3,15-3-1189,Tours,,47.393611,0.689167,France,N/A
1472,16,March,1189,3,16-3-1189,Tours,,47.393611,0.689167,France,N/A
1473,17,March,1189,3,17-3-1189,Tours,,47.393611,0.689167,France,N/A
1474,18,March,1189,3,18-3-1189,Tours,,47.393611,0.689167,France,N/A
1475,19,March,1189,3,19-3-1189,Tours,,47.393611,0.689167,France,N/A
1476,20,March,1189,3,20-3-1189,Tours,,47.393611,0.689167,France,N/A
1477,20,March,1189,3,20-3-1189,Le Mans,,48.0077,0.1984,France,N/A
1478,,May,1189,5,5-1189,Montfort,,47.1983,-0.2097,France,N/A
1479,19,May,1189,5,19-5-1189,Le Mans,,48.0077,0.1984,France,N/A
1480,4,June,1189,6,4-6-1189,La Ferté-Bernard,,48.1875,0.6553,France,Appears as 'La Ferté Bernard' in the text
1481,5,June,1189,6,5-6-1189,La Ferté-Bernard,,48.1875,0.6553,France,Appears as 'La Ferté Bernard' in the text
1482,6,June,1189,6,6-6-1189,La Ferté-Bernard,,48.1875,0.6553,France,Appears as 'La Ferté Bernard' in the text
1483,7,June,1189,6,7-6-1189,La Ferté-Bernard,,48.1875,0.6553,France,Appears as 'La Ferté Bernard' in the text
1484,8,June,1189,6,8-6-1189,La Ferté-Bernard,,48.1875,0.6553,France,Appears as 'La Ferté Bernard' in the text
1485,9,June,1189,6,9-6-1189,La Ferté-Bernard,,48.1875,0.6553,France,Appears as 'La Ferté Bernard' in the text
1486,,June,1189,6,6-1189,Le Mans,,48.0077,0.1984,France,N/A
1487,12,June,1189,6,12-6-1189,Le Mans,,48.0077,0.1984,France,N/A
1488,13,June,1189,6,13-6-1189,Frenelles,,,,France,N/A
1489,18,June,1189,6,18-6-1189,Savigny,,49.0506,-1.3375,France,N/A
1490,2,July,1189,7,2-7-1189,Saumur,,47.26,-0.0769,France,N/A
1491,c.3,July,1189,7,c.3-7-1189,Azay,,47.2622,0.4669,France,N/A
1492,4,July,1189,7,4-7-1189,Colombières ,,,,France,(between Azay and Tours)
1493,c.5,July,1189,7,c.5-7-1189,Chinon,,47.1678,0.2436,France,N/A
1494,6,July,1189,7,6-7-1189,Chinon,,47.1678,0.2436,France,N/A
